PMID,PMCID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,NIHMS ID,Open Source?,DOI,Is this DTI?,"Which imaging modality was used? e.g electroencephalogram (EEG), Positron emission tomography (PET), Anatomical MRI, fMRI, diffusion MRI (dMRI) etc",Is this a single study or a review?,Human study or not?,"Does this study dementia, alzheimers, or related disease? 
",Which one?,What tracts were studied?,"How are results presented? T-tests, beta effect sizes, ANOVA, Chi test, regression etc","What analysis software libraries are being used e.g dipy.org, fsl, freesurfer, PRIDE ..?","What was the diffusion measure e.g Fractional Anisotropy (FA), Mean Diffusivity (MD), Axial diffusivity (AD), Radial diffusivity (RD)?","Were increases or decreases in WM integrity reported relative to the disease population? Eg: AD> HC= RD increase (Corpus Callosum, Cingulum) , AD<HC = FA decreases (cingulum). If Column T is NA enter NA here. (What it means, comparing Alzheimer's disease with Health Control, there was increase in Radial diffusivity in the Corpus Callosum and Cingulum white matter tracts, etc).",Group Difference Explored e.g AD (Alzheimer) vs HC (Health Control)?,"Brain Template/ Space e.g MNI, JHU","Do they present results using x,y,z coordinates?",Other notes
17522104,,Diffusion tensor imaging in preclinical and presymptomatic carriers of familial Alzheimer's disease mutations,"Ringman JM, O'Neill J, Geschwind D, Medina L, Apostolova LG, Rodriguez Y, Schaffer B, Varpetian A, Tseng B, Ortiz F, Fitten J, Cummings JL, Bartzokis G.",Brain. 2007 Jul;130(Pt 7):1767-76. doi: 10.1093/brain/awm102. Epub 2007 May 23.,Ringman JM,Brain,2007,5/25/07,,,10.1093/brain/awm102,yes,,Single study,yes,yes,Alzheimers Disease,"Fornix, Corpus Callosum, Corpus Callosum - Genu, Corticospinal Tract, Cingulum","t-tests, linear regression, logitical regression",,FA,,,,no,
33778998,PMC9292816,Neural correlates of the impulse dyscontrol domain of mild behavioral impairment,"Gill S, Wang M, Mouches P, Rajashekar D, Sajobi T, MacMaster FP, Smith EE, Forkert ND, Ismail Z; Alzheimer's Disease Neuroimaging Initiative.",Int J Geriatr Psychiatry. 2021 Sep;36(9):1398-1406. doi: 10.1002/gps.5540. Epub 2021 Apr 9.,Gill S,Int J Geriatr Psychiatry,2021,3/29/21,,yes,10.1002/gps.5540,yes,,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment, Mild Behavioral Impairment (MBI)","Fornix, Inferior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Cingulum",Linear mixed effects models,,"FA, MD, AD, RD",,,,no,
25700953,PMC4626540,In vivo imaging of tau pathology using multi-parametric quantitative MRI,"Wells JA, O'Callaghan JM, Holmes HE, Powell NM, Johnson RA, Siow B, Torrealdea F, Ismail O, Walker-Samuel S, Golay X, Rega M, Richardson S, Modat M, Cardoso MJ, Ourselin S, Schwarz AJ, Ahmed Z, Murray TK, O'Neill MJ, Collins EC, Colgan N, Lythgoe MF.",Neuroimage. 2015 May 1;111:369-78. doi: 10.1016/j.neuroimage.2015.02.023. Epub 2015 Feb 17.,Wells JA,Neuroimage,2015,2/22/15,,yes,10.1016/j.neuroimage.2015.02.023,yes,,Single study,no,,,Na,,,,,,,,
33612351,,Comparative Evaluation of Diffusion Kurtosis Imaging and Diffusion Tensor Imaging in Detecting Cerebral Microstructural Changes in Alzheimer Disease,"Raj S, Vyas S, Modi M, Garg G, Singh P, Kumar A, Kamal Ahuja C, Goyal MK, Govind V.",Acad Radiol. 2022 Mar;29 Suppl 3:S63-S70. doi: 10.1016/j.acra.2021.01.018. Epub 2021 Feb 18.,Raj S,Acad Radiol,2022,2/22/21,,,10.1016/j.acra.2021.01.018,yes,,Single study,yes,yes,Alzheimers Disease,"Corpus Callosum, Corona Radiata, Internal Capsule, External Capsule, Superior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Sagittal Stratum, Corpus Callosum - Genu, Corpus Callosum - Splenium, Fornix","t test, ROC curve analysis",,"FA, MD, AD, RD",,,,no,
32471036,PMC7321261,White Matter Brain Network Research in Alzheimer's Disease Using Persistent Features,"Kuang L, Gao Y, Chen Z, Xing J, Xiong F, Han AX.",Molecules. 2020 May 27;25(11):2472. doi: 10.3390/molecules25112472.,Kuang L,Molecules,2020,5/31/20,,yes,10.3390/molecules25112472,yes,,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment",Na,ANCOVA,,FA,,,,no,"graph theory metrics, persistent homology"
31484188,,Diffuse Tract Damage in CADASIL Is Correlated with Global Cognitive Impairment,"Ban S, Wang H, Wang M, Xu S, Qin Z, Su J, Du X, Liu JR.",Eur Neurol. 2019;81(5-6):294-301. doi: 10.1159/000501612. Epub 2019 Sep 4.,Ban S,Eur Neurol,2019,9/5/19,,,10.1159/000501612,yes,,Single study,yes,yes,CADASIL,"Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Corpus Callosum, Internal Capsule, External Capsule, Corona Radiata, Thalamic Radiation, Cingulum","t-test, Pearson correlation analysis",,"FA, MD, RD, AD",,,,no,
33416206,PMC8046043,Discriminating subcortical ischemic vascular disease and Alzheimer's disease by diffusion kurtosis imaging in segregated thalamic regions,"Tu MC, Huang SM, Hsu YH, Yang JJ, Lin CY, Kuo LW.",Hum Brain Mapp. 2021 May;42(7):2018-2031. doi: 10.1002/hbm.25342. Epub 2021 Jan 8.,Tu MC,Hum Brain Mapp,2021,1/8/21,,yes,10.1002/hbm.25342,yes,,Single study,yes,yes,"Alzheimers Disease, SVID",Na,"CDA, AnoVA, t-tests",,FA,,,,no,
21905080,PMC3177155,White matter lesions defined by diffusion tensor imaging in older adults,"Back SA, Kroenke CD, Sherman LS, Lawrence G, Gong X, Taber EN, Sonnen JA, Larson EB, Montine TJ.",Ann Neurol. 2011 Sep;70(3):465-76. doi: 10.1002/ana.22484.,Back SA,Ann Neurol,2011,9/10/11,NIHMS296766,no,10.1002/ana.22484,yes,,Single study,yes,yes,"Vascular Brain Injury (VBI), Alzheimers Disease",Na,"AnoVA, t-tests",,"FA, MD (as ADC), AD, RD",,,,no,
28729016,PMC5632586,Learning-based structurally-guided construction of resting-state functional correlation tensors,"Zhang L, Zhang H, Chen X, Wang Q, Yap PT, Shen D.",Magn Reson Imaging. 2017 nov;43:110-121. doi: 10.1016/j.mri.2017.07.008. Epub 2017 Jul 17.,Zhang L,Magn Reson Imaging,2017,7/22/17,NIHMS895827,no,10.1016/j.mri.2017.07.008,yes,,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Arcuate Fasciculus, Corticospinal Tract, Corpus Callosum, Inferior Fronto-Occipital Fasciculus, Inferior Longitudinal Fasciculus, Corpus Callosum - Genu, Corpus Callosum - Splenium, Fornix, Cerebral Peduncle, Corona Radiata, Sagittal Stratum, External Capsule, Cingulate Cingulum, Thalamic Radiation, Hippocampal Cingulum, Uncinate Fasciculus, Superior Fronto-Occipital Fasciculus","regression forest model, t-tests",,FA,,,,no,
19385016,PMC2885858,Atlas-based whole brain white matter analysis using large deformation diffeomorphic metric mapping: application to normal elderly and Alzheimer's disease participants,"Oishi K, Faria A, Jiang H, Li X, Akhter K, Zhang J, Hsu JT, Miller MI, van Zijl PC, Albert M, Lyketsos CG, Woods R, Toga AW, Pike GB, Rosa-Neto P, Evans A, Mazziotta J, Mori S.",Neuroimage. 2009 Jun;46(2):486-99. doi: 10.1016/j.neuroimage.2009.01.002.,Oishi K,Neuroimage,2009,4/23/09,NIHMS207321,no,10.1016/j.neuroimage.2009.01.002,yes,,Single study,yes,yes,Alzheimers Disease,"Internal Capsule, External Capsule, Fornix, Corpus Callosum - Splenium, Cingulum, Uncinate Fasciculus, Global","kappa analysis, power analysis",,FA,,,,no,
24866404,PMC4087077,White matter integrity is associated with cerebrospinal fluid markers of Alzheimer's disease in normal adults,"Gold BT, Zhu Z, Brown CA, Andersen AH, LaDu MJ, Tai L, Jicha GA, Kryscio RJ, Estus S, Nelson PT, Scheff SW, Abner E, Schmitt FA, Van Eldik LJ, Smith CD.",Neurobiol Aging. 2014 Oct;35(10):2263-71. doi: 10.1016/j.neurobiolaging.2014.04.030. Epub 2014 May 2.,Gold BT,Neurobiol Aging,2014,5/29/14,NIHMS591983,no,10.1016/j.neurobiolaging.2014.04.030,yes,,Single study,yes,yes,preclinical Alzheimer’s Disease,"Fornix, Superior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Corpus Callosum, Inferior Longitudinal Fasciculus","Linear regression, correlation analysis, voxelwise statistical mapping",,FA,,,,no,
25499674,,White Matter Microstructural Integrity Is Associated with Executive Function and Processing Speed in Older Adults with Coronary Artery Disease,"Santiago C, Herrmann N, Swardfager W, Saleem M, Oh PI, Black SE, Lanctôt KL.",Am J Geriatr Psychiatry. 2015 Jul;23(7):754-63. doi: 10.1016/j.jagp.2014.09.008. Epub 2014 Sep 28.,Santiago C,Am J Geriatr Psychiatry,2015,12/16/14,,,10.1016/j.jagp.2014.09.008,yes,dMRI,Single study,yes,no,NA,"Superior Longitudinal Fasciculus, Uncinate Fasciculus, Inferior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Parahippocampal Cingulum, Cingulum, Corticospinal Tract, Thalamic Radiation, Forceps Minor Of Corpus Callosum, Forceps Major Of Corpus Callosum","linear regression, Pearson correlations, ANOVA",FSL,"FA, MD",N/A,coronary artery disease (CAD) patients vs HC,JHU,no,studied vascular cognitive impairment in CAD patients
18050329,,Gray and white matter changes in Alzheimer's disease: a diffusion tensor imaging study,"Rose SE, Janke AL, Chalk JB.",J Magn Reson Imaging. 2008 Jan;27(1):20-6. doi: 10.1002/jmri.21231.,Rose SE,J Magn Reson Imaging,2008,12/1/07,,,10.1002/jmri.21231,yes,dMRI,Single study,yes,yes,Alzheimers Disease,"Cingulate Cingulum, Internal Capsule","Voxel-based morphometric (VBM) analysis, ANCOVA, t-tests",software from Montreal Neurological Institute (www.bic.mni.mcgill.ca/software).,"FA, MD","AD > HC = increased MD (hippocampus, amygdala); AD < HC = decreased FA (thalamus, parietal white matter, internal capsule)",AD vs HC,"MNI, ICBM152 template",no,
37541841,PMC10558165,Association of Olfaction and Microstructural Integrity of Brain Tissue in Community-Dwelling Adults: Atherosclerosis Risk in Communities Neurocognitive Study,"Shrestha S, Zhu X, Sullivan KJ, Blackshear C, Deal JA, Sharrett AR, Kamath V, Schneider ALC, Jack CR, Huang J, Palta P, Reid RI, Knopman DS, Gottesman RF, Chen H, Windham BG, Griswold ME, Mosley TH Jr.",Neurology. 2023 Sep 26;101(13):e1328-e1340. doi: 10.1212/WNL.0000000000207636. Epub 2023 Aug 4.,Shrestha S,Neurology,2023,8/4/23,,no,10.1212/WNL.0000000000207636,yes,dMRI,Single study,yes,yes,"Mild Cognitive Impairment, Early Alzheimer’s Disease","Corpus Callosum, Cingulum, Uncinate Fasciculus, Inferior Fronto-Occipital Fasciculus, Corona Radiata, Fornix",linear regression,STATA/SE version 16.0,"FA, MD","ARIC > HC = increase MD (hippocampus, amygdala, global); ARIC > HC = increase FA (anterior corpus callosum)",Atherosclerosis Risk in Communities (ARIC) vs HC,"Lobar-22 atlas, JHU",no,
29980072,PMC6171111,Prosodic and phonetic subtypes of primary progressive apraxia of speech,"Utianski RL, Duffy JR, Clark HM, Strand EA, Botha H, Schwarz CG, Machulda MM, Senjem ML, Spychalla AJ, Jack CR Jr, Petersen RC, Lowe VJ, Whitwell JL, Josephs KA.",Brain Lang. 2018 Sep;184:54-65. doi: 10.1016/j.bandl.2018.06.004. Epub 2018 Jul 4.,Utianski RL,Brain Lang,2018,7/7/18,NIHMS986040,no,10.1016/j.bandl.2018.06.004,yes,"MRI, dMRI, and FDG-PET, FiB-PET",Single study,yes,yes,Primary Progressive Aphasia,"Superior Cerebellar Peduncle, Cingulum, Corpus Callosum, Global",chi tests,"VBM, SPM12, Dipy, JMP",FA,N/A,Primary Progressive Apraxia of Speech (PPAOS) vs HC,Mayo Clinic Adult Lifespan Template (MCALT),no,
32522711,PMC7363568,Serum neurofilament light chain levels are associated with white matter integrity in autosomal dominant Alzheimer's disease,"Schultz SA, Strain JF, Adedokun A, Wang Q, Preische O, Kuhle J, Flores S, Keefe S, Dincer A, Ances BM, Berman SB, Brickman AM, Cash DM, Chhatwal J, Cruchaga C, Ewers M, Fox NN, Ghetti B, Goate A, Graff-Radford NR, Hassenstab JJ, Hornbeck R, Jack C Jr, Johnson K, Joseph-Mathurin N, Karch CM, Koeppe RA, Lee AKW, Levin J, Masters C, McDade E, Perrin RJ, Rowe CC, Salloway S, Saykin AJ, Sperling R, Su Y, Villemagne VL, Vöglein J, Weiner M, Xiong C, Fagan AM, Morris JC, Bateman RJ, Benzinger TLS, Jucker M, Gordon BA; Dominantly Inherited Alzheimer Network.",Neurobiol Dis. 2020 Aug;142:104960. doi: 10.1016/j.nbd.2020.104960. Epub 2020 Jun 6.,Schultz SA,Neurobiol Dis,2020,6/12/20,NIHMS1603253,yes,10.1016/j.nbd.2020.104960,yes,"dMRI, Aβ-amyloid-PET",Single study,yes,yes,Autosomal Dominant Alzheimer’s Disease (ADAD),"Global, Cingulum, Inferior Longitudinal Fasciculus, Superior Longitudinal Fasciculus, Corticospinal Tract, Frontal Aslant Tract, Uncinate Fasciculus, Inferior Fronto-Occipital Fasciculus, Forceps Major, Forceps Minor, Anterior Corpus Callosum, Corpus Callosum, Perforant Pathway","linear regression, TBSS, t-tests, chi tests","FSL, MedINRIA software, FreeSurfer","FA, MD, RD, AD","MC < NC = decrease FA (global; corpus callosum, superior longitudinal fasciculus,corticospinal tracts); MC > NC = increase MD, AD, RD (global except corticospinal tract)",Mutation Carriers (MC) vs Non-Carriers (NC),"Desikan atlas, MNI",no,
24936424,PMC4053649,White matter microstructure in late middle-age: Effects of apolipoprotein E4 and parental family history of Alzheimer's disease,"Adluru N, Destiche DJ, Lu SY, Doran ST, Birdsill AC, Melah KE, Okonkwo OC, Alexander AL, Dowling NM, Johnson SC, Sager MA, Bendlin BB.",Neuroimage Clin. 2014 Apr 21;4:730-42. doi: 10.1016/j.nicl.2014.04.008. eCollection 2014.,Adluru N,Neuroimage Clin,2014,6/18/14,,yes,10.1016/j.nicl.2014.04.008,yes,dMRI,Single study,yes,no,Alzheimers Disease,"Corpus Callosum - Genu, Uncinate Fasciculus, Cingulum Bundle, (Anterior) Cingulum Bundle","MANCOVA, regression, t-tests, chi tests, ANCOVA","FSL, DTI-TK, ANTS","FA, MD, RD, AD","AD > HC = increased FA (genu, corpus callosum, SLF); AD > HC = increased AD (uncinate fasciculus)",AD vs HC,JHU ICBM,no,Focused on cognitively normal middle-aged adults with AD risk factors (APOE4 and parental history)
28826185,PMC5642279,White Matter Degradation is Associated with Reduced Financial Capacity in Mild Cognitive Impairment and Alzheimer's Disease,"Gerstenecker A, Hoagey DA, Marson DC, Kennedy KM.",J Alzheimers Dis. 2017;60(2):537-547. doi: 10.3233/JAD-170341.,Gerstenecker A,J Alzheimers Dis,2017,8/23/17,NIHMS909955,no,10.3233/JAD-170341,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Corpus Callosum - Genu, Corpus Callosum, Corpus Callosum - Splenium, Cingulum, Uncinate Fasciculus, Superior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Anterior Thalamic Radiations, Internal Capsule, External Capsule, Global","TBSS, regression + correlation analysis, ANOVA, chi test",FSL,"FA, MD, AD","AD < HC = decreased FA (global); AD > HC = increase RD (corpus callosum, SLF, IFOF, posterior cingulum, external capsule); MCI > AD = increase FA (external capsule, ILF, uncinate fasciculus); MCI < AD = decrease RD (splenium and posterior cingulate, posterior cingulum, precuneus)",MCI vs AD vs HC,MNI,no,
19012862,PMC2653423,White matter integrity linked to functional impairments in aging and early Alzheimer's disease,"Kavcic V, Ni H, Zhu T, Zhong J, Duffy CJ.",Alzheimers Dement. 2008 nov;4(6):381-9. doi: 10.1016/j.jalz.2008.07.001.,Kavcic V,Alzheimers Dement,2008,11/18/08,NIHMS79420,no,10.1016/j.jalz.2008.07.001,yes,dMRI,Single study,yes,yes,Alzheimers Disease,"Corpus Callosum, Cingulum, Superior Longitudinal Fasciculus, Anterior Corpus Callosum, Corpus Callosum - Genu, Corpus Callosum - Splenium","pearson's correlation, t-tests, ANOVA, multiple linear regression",SPSS,"FA, AD",no significant differences,AD vs HC,MRI Atlas of Human White Matter,no,
20619504,,A meta-analysis of diffusion tensor imaging in mild cognitive impairment and Alzheimer's disease,"Sexton CE, Kalu UG, Filippini N, Mackay CE, Ebmeier KP.",Neurobiol Aging. 2011 Dec;32(12):2322.e5-18. doi: 10.1016/j.neurobiolaging.2010.05.019. Epub 2010 Jul 8.,Sexton CE,Neurobiol Aging,2011,7/13/10,,,10.1016/j.neurobiolaging.2010.05.019,yes,dMRI,Review,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment",Na,"Meta-analysis, 2-sample tests, meta-regression",N/A,"FA, MD","AD > HC = increase FA (UF, SLF); MCI > HC = increase FA (hippocampus); AD > HC = increase MD (global); MCI > HC + increase MD (hippocampus, parietal WM)",AD vs MCI vs HC,N/A,no,
39420261,PMC11484424,Investigating the association between the GAP-43 concentration with diffusion tensor imaging indices in Alzheimer's dementia continuum,"Ariaei A, Ghorbani A, Habibzadeh E, Moghaddam N, Chegeni Nezhad N, Abdoli A, Mazinanian S, Sadeghi M, Mayeli M.",BMC Neurol. 2024 Oct 17;24(1):397. doi: 10.1186/s12883-024-03904-9.,Ariaei A,BMC Neurol,2024,10/17/24,,yes,10.1186/s12883-024-03904-9,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Fornix, Cingulum, Corona Radiata, Superior Fronto-Occipital Fasciculus, Thalamic Radiation, Corpus Callosum - Genu, Corpus Callosum - Rostral Body, Sagittal Stratum, Corpus Callosum - Splenium, Cingulate Cingulum, Cingulum (Hippocampus), Cerebral Peduncle, Internal Capsule, Superior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Tapetum, Corpus Callosum","Spearman’s correlation, TBSS, ANOVA, chi test","FSL, FreeSurfer","FA, MD, AD, RD",N/A,AD vs MCI vs HC,"JHU, ENIGMA-DTI template",no,change mentioned but no description of increase/decrease of diffusivity
29689722,,Quantitative Magnetization Transfer of White Matter Tracts Correlates with Diffusion Tensor Imaging Indices in Predicting the Conversion from Mild Cognitive Impairment to Alzheimer's Disease,"Makovac E, Serra L, Di Domenico C, Marra C, Caltagirone C, Cercignani M, Bozzali M.",J Alzheimers Dis. 2018;63(2):561-575. doi: 10.3233/JAD-170995.,Makovac E,J Alzheimers Dis,2018,4/26/18,,,10.3233/JAD-170995,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Uncinate Fasciculus, Cingulum, Inferior Longitudinal Fasciculus","ANOVA, chi test, Pearson correlation","FSL , Camino, SPSS","FA, MD, RD, AD",N/A,AD vs MCI vs HC,N/A,no,mentioned positive/negative correlations of FA/MD with tracts but not between groups
31271489,PMC6865715,The joint effect of aging and HIV infection on microstructure of white matter bundles,"Kuhn T, Jin Y, Huang C, Kim Y, Nir TM, Gullett JM, Jones JD, Sayegh P, Chung C, Dang BH, Singer EJ, Shattuck DW, Jahanshad N, Bookheimer SY, Hinkin CH, Zhu H, Thompson PM, Thames AD.",Hum Brain Mapp. 2019 Oct 15;40(15):4370-4380. doi: 10.1002/hbm.24708. Epub 2019 Jul 4.,Kuhn T,Hum Brain Mapp,2019,7/5/19,NIHMS1064765,no,10.1002/hbm.24708,yes,"dMRI, spin‐echo planar imaging (EPI)",Single study,yes,no,NA,"Anterior Thalamic Radiation, Corticospinal Tract, Inferior Fronto-Occipital Fasciculus, Inferior Longitudinal Fasciculus, Fornix, Cingulate Cingulum, Arcuate Fasciculus, Corpus Callosum","ANOVA, chi tests, FADTTS regressions","BrainSuite version 16a, FSL, Camino, autoMATE","FA, MD, RD, AD","HIV+ < HIV- = decreased FA (CC, FNX, left AF, and bilateral ATR, CST, ILF, IFOF, and CB); HIV+ > HIV- = increased MD/RD/AD (CC, FNX, left AF, and bilateral ATR, CST, ILF, IFOF, and CB)",HIV+ vs HIV-,JHU,no,
16483571,,Evaluation of white matter integrity in ex vivo brains of amyloid plaque-bearing APPsw transgenic mice using magnetic resonance diffusion tensor imaging,"Harms MP, Kotyk JJ, Merchant KM.",Exp Neurol. 2006 Jun;199(2):408-15. doi: 10.1016/j.expneurol.2006.01.002. Epub 2006 Feb 17.,Harms MP,Exp Neurol,2006,2/18/06,,,10.1016/j.expneurol.2006.01.002,yes,"dMRI, spin-echo imaging sequence",Single study,no,yes,Alzheimers Disease,Na,"ANOVA, t-tests",Matlab v6.5,"RA (relative diffusivity), MD, RD, AD",no significant differences,transgenic positive (w/ amyloid precursor protein) vs transgenic negative,N/A,no,studies amyloid beta buildup in mice brains
15007117,,Diffusion tensor imaging of thalamus correlates with cognition in CADASIL without dementia,"O'Sullivan M, Singhal S, Charlton R, Markus HS.",Neurology. 2004 Mar 9;62(5):702-7. doi: 10.1212/01.wnl.0000113760.72706.d2.,O'Sullivan M,Neurology,2004,3/10/04,,,10.1212/01.wnl.0000113760.72706.d2,yes,dMRI,Review,yes,yes,CADASIL,Na,Pearson correlation,N/A,MD,"CADSIL > HC = increased MD (thalamus, putamen, and globus pallidus)",CADSIL vs HC,N/A,no,can't access full article
28604016,PMC5726405,Triglycerides are negatively correlated with cognitive function in nondemented aging adults,"Parthasarathy V, Frazier DT, Bettcher BM, Jastrzab L, Chao L, Reed B, Mungas D, Weiner M, DeCarli C, Chui H, Kramer JH.",Neuropsychology. 2017 Sep;31(6):682-688. doi: 10.1037/neu0000335. Epub 2017 Jun 12.,Parthasarathy V,Neuropsychology,2017,6/13/17,NIHMS874694,no,10.1037/neu0000335,yes,dMRI,Single study,yes,no,NA,"Corona Radiata, External Capsule, Internal Capsule, Corpus Callosum, Fornix, Cingulum Bundle, Parahippocampal Cingulum, Thalamic Radiation, Superior Fronto-Occipital Bundle, Superior Longitudinal Fasciculus, Sagittal Stratum, Uncinate Fasciculus","linear regression, SPSS, SAS",FSL,FA,N/A,HC only,"JHU ICBM-DTI-81 atlas package, SPM8 WM template",no,
33638111,PMC8500888,"Decreased myelin content of the fornix predicts poorer memory performance beyond vascular risk, hippocampal volume, and fractional anisotropy in nondemented older adults","Bangen KJ, Delano-Wood L, Deoni SCL, Clark AL, Evangelista ND, Hoffman SN, Sorg SF, Holmqvist S, Osuna J, Weigand AJ, Jak AJ, Bondi MW, Lamar M.",Brain Imaging Behav. 2021 Oct;15(5):2563-2571. doi: 10.1007/s11682-021-00458-z. Epub 2021 Feb 26.,Bangen KJ,Brain Imaging Behav,2021,2/27/21,,yes,10.1007/s11682-021-00458-z,yes,dMRI,Single study,yes,yes,"nondemented older adults, memory decline",Fornix,linear regression,"SPSS, FreeSurfer",FA,N/A,HC only,N/A,no,
